state,date,population,metodology,count,rate
OAXACA,2015-07,4014384,vieja,77,23.01723004
PUEBLA,2015-07,6198899,vieja,42,8.130476073
QUERÉTARO,2015-07,2006935,vieja,13,7.77304696
TABASCO,2015-07,2385897,vieja,28,14.08275378
TAMAULIPAS,2015-07,3546693,vieja,45,15.22545086
TLAXCALA,2015-07,1279764,vieja,3,2.81301865
VERACRUZ,2015-07,8051770,vieja,58,8.644062113
YUCATÁN,2015-07,2121022,vieja,7,3.960354961
QUINTANA ROO,2015-07,1578569,vieja,21,15.96382546
SAN LUIS POTOSÍ,2015-07,2755521,vieja,22,9.580765307
SINALOA,2015-07,2986686,vieja,72,28.92838417
SONORA,2015-07,2936134,vieja,62,25.33944295
AGUASCALIENTES,2015-07,1289084,vieja,2,1.861787129
BAJA CALIFORNIA,2015-07,3488362,vieja,72,24.76807166
BAJA CALIFORNIA SUR,2015-07,765840,vieja,11,17.23597618
CAMPECHE,2015-07,909015,vieja,0,0
GUERRERO,2015-07,3576592,nueva,179,60.05717174
HIDALGO,2015-07,2899495,nueva,11,4.552516904
JALISCO,2015-07,7963314,nueva,88,13.26081076
MÉXICO,2015-07,16453628,nueva,146,10.64810752
MICHOACÁN,2015-07,4644732,nueva,74,19.11843353
COLIMA,2015-07,721696,nueva,8,13.30199973
CHIAPAS,2015-07,5307819,nueva,34,7.686773042
CHIHUAHUA,2015-07,3616481,nueva,84,27.87239861
CIUDAD DE MÉXICO,2015-07,9058734,nueva,71,9.405287759
DURANGO,2015-07,1781575,nueva,22,14.81834893
GUANAJUATO,2015-07,5930618,nueva,60,12.14038739
MORELOS,2015-07,1930505,nueva,38,23.62076244
NAYARIT,2015-07,1195482,nueva,9,9.034013059
NUEVO LEÓN,2015-07,5205425,nueva,33,7.607447999
OAXACA,2015-07,4019224,nueva,,0
PUEBLA,2015-07,6274482,nueva,41,7.841284747
QUERÉTARO,2015-07,2069556,nueva,12,6.958014183
QUINTANA ROO,2015-07,1524873,nueva,21,16.52596642
SAN LUIS POTOSÍ,2015-07,2758239,nueva,22,9.571324312
SINALOA,2015-07,3015790,nueva,72,28.64920966
SONORA,2015-07,2884754,nueva,67,27.87066072
TABASCO,2015-07,2426269,nueva,28,13.84842324
TAMAULIPAS,2015-07,3494719,nueva,45,15.45188612
TLAXCALA,2015-07,1295194,nueva,3,2.779506391
VERACRUZ,2015-07,8241248,nueva,54,7.862886786
YUCATÁN,2015-07,2128802,nueva,7,3.945881298
AGUASCALIENTES,2015-07,1331825,nueva,2,1.802038556
BAJA CALIFORNIA,2015-07,3357794,nueva,72,25.73117946
BAJA CALIFORNIA SUR,2015-07,719846,nueva,11,18.33725547
CAMPECHE,2015-07,916832,nueva,0,0
COAHUILA,2015-07,3000556,nueva,23,9.198295249
ZACATECAS,2015-07,1577097,vieja,23,17.50050885
ZACATECAS,2015-07,1601701,nueva,23,17.23168057
JALISCO,2015-08,7946419,vieja,85,12.83597052
MÉXICO,2015-08,16911744,vieja,163,11.5659272
MICHOACÁN,2015-08,4601733,vieja,79,20.60093447
MORELOS,2015-08,1924132,vieja,44,27.4409448
CIUDAD DE MÉXICO,2015-08,8851069,vieja,75,10.16826329
DURANGO,2015-08,1767639,vieja,15,10.18307471
GUANAJUATO,2015-08,5825348,vieja,92,18.95165748
GUERRERO,2015-08,3571492,vieja,199,66.86281252
HIDALGO,2015-08,2884166,vieja,15,6.24097226
COAHUILA,2015-08,2966463,vieja,22,8.899487369
COLIMA,2015-08,725500,vieja,9,14.88628532
CHIAPAS,2015-08,5263667,vieja,57,12.99474302
CHIHUAHUA,2015-08,3716154,vieja,97,31.32270622
NAYARIT,2015-08,1227531,vieja,12,11.73086464
NUEVO LEÓN,2015-08,5097837,vieja,36,8.474182286
OAXACA,2015-08,4016472,vieja,61,18.22494966
PUEBLA,2015-08,6203963,vieja,47,9.090963308
QUERÉTARO,2015-08,2009398,vieja,13,7.763519223
TABASCO,2015-08,2387893,vieja,23,11.55830684
TAMAULIPAS,2015-08,3550021,vieja,46,15.54920379
TLAXCALA,2015-08,1281220,vieja,4,3.746429185
VERACRUZ,2015-08,8056713,vieja,55,8.19192641
YUCATÁN,2015-08,2123281,vieja,1,0.565163066
QUINTANA ROO,2015-08,1582314,vieja,29,21.9931063
SAN LUIS POTOSÍ,2015-08,2757564,vieja,19,8.268167121
SINALOA,2015-08,2988801,vieja,78,31.31690601
SONORA,2015-08,2939448,vieja,50,20.41199572
AGUASCALIENTES,2015-08,1290507,vieja,3,2.789601296
BAJA CALIFORNIA,2015-08,3492573,vieja,79,27.14331239
BAJA CALIFORNIA SUR,2015-08,767752,vieja,23,35.94910857
CAMPECHE,2015-08,910151,vieja,3,3.955387622
GUERRERO,2015-08,3578474,nueva,199,66.73235575
HIDALGO,2015-08,2902805,nueva,15,6.200898786
JALISCO,2015-08,7971027,nueva,80,12.04361747
MÉXICO,2015-08,16470732,nueva,155,11.29275857
MICHOACÁN,2015-08,4648202,nueva,79,20.39498283
COLIMA,2015-08,722776,nueva,9,14.94238879
CHIAPAS,2015-08,5315036,nueva,57,12.86915084
CHIHUAHUA,2015-08,3618965,nueva,97,32.16389216
CIUDAD DE MÉXICO,2015-08,9058390,nueva,67,8.875749443
DURANGO,2015-08,1783389,nueva,15,10.09314289
GUANAJUATO,2015-08,5936411,nueva,91,18.39495278
MORELOS,2015-08,1932561,nueva,42,26.07938378
NAYARIT,2015-08,1197085,nueva,12,12.02922098
NUEVO LEÓN,2015-08,5213122,nueva,36,8.286780935
OAXACA,2015-08,4021567,nueva,41,12.23403713
PUEBLA,2015-08,6280600,nueva,47,8.980033755
QUERÉTARO,2015-08,2073297,nueva,13,7.524247611
QUINTANA ROO,2015-08,1528185,nueva,29,22.77211202
SAN LUIS POTOSÍ,2015-08,2760218,nueva,19,8.260217128
SINALOA,2015-08,3018807,nueva,77,30.60811771
SONORA,2015-08,2887875,nueva,69,28.67160109
TABASCO,2015-08,2428919,nueva,23,11.36307963
TAMAULIPAS,2015-08,3497435,nueva,46,15.78299525
TLAXCALA,2015-08,1296880,nueva,4,3.70119055
VERACRUZ,2015-08,8248101,nueva,51,7.419889742
YUCATÁN,2015-08,2131093,nueva,1,0.563091334
AGUASCALIENTES,2015-08,1333900,nueva,3,2.698852987
BAJA CALIFORNIA,2015-08,3361056,nueva,77,27.49135986
BAJA CALIFORNIA SUR,2015-08,721267,nueva,23,38.26599581
CAMPECHE,2015-08,918202,nueva,3,3.920705901
COAHUILA,2015-08,3004018,nueva,21,8.388764648
ZACATECAS,2015-08,1578126,vieja,17,12.92672448
ZACATECAS,2015-08,1603024,nueva,16,11.97736278
JALISCO,2015-09,7953996,vieja,88,13.27634563
MÉXICO,2015-09,16932422,vieja,192,13.60703153
MICHOACÁN,2015-09,4604350,vieja,58,15.11614017
MORELOS,2015-09,1926024,vieja,49,30.52921459
CIUDAD DE MÉXICO,2015-09,8849304,vieja,76,10.30589524
DURANGO,2015-09,1769096,vieja,13,8.818063011
GUANAJUATO,2015-09,5829214,vieja,91,18.73322887
GUERRERO,2015-09,3573168,vieja,163,54.74133878
HIDALGO,2015-09,2887065,vieja,21,8.728587683
COAHUILA,2015-09,2969354,vieja,16,6.466052886
COLIMA,2015-09,726522,vieja,21,34.68580442
CHIAPAS,2015-09,5269096,vieja,53,12.07038171
CHIHUAHUA,2015-09,3719167,vieja,59,19.03652081
NAYARIT,2015-09,1229398,vieja,6,5.856524901
NUEVO LEÓN,2015-09,5103831,vieja,49,11.52075764
OAXACA,2015-09,4018560,vieja,66,19.70855232
PUEBLA,2015-09,6209026,vieja,43,8.310482192
QUERÉTARO,2015-09,2011862,vieja,12,7.157548579
TABASCO,2015-09,2389890,vieja,18,9.038072882
TAMAULIPAS,2015-09,3553348,vieja,37,12.49525799
TLAXCALA,2015-09,1282676,vieja,2,1.871088256
VERACRUZ,2015-09,8061656,vieja,51,7.591492368
QUINTANA ROO,2015-09,1586058,vieja,24,18.15822624
SAN LUIS POTOSÍ,2015-09,2759607,vieja,17,7.392356955
SINALOA,2015-09,2990916,vieja,65,26.07896711
SONORA,2015-09,2942761,vieja,42,17.12677312
AGUASCALIENTES,2015-09,1291931,vieja,4,3.7153687
BAJA CALIFORNIA,2015-09,3496784,vieja,86,29.51283236
BAJA CALIFORNIA SUR,2015-09,769663,vieja,29,45.21459392
CAMPECHE,2015-09,911288,vieja,3,3.950452546
GUERRERO,2015-09,3580327,nueva,163,54.63188139
HIDALGO,2015-09,2906108,nueva,21,8.671391428
JALISCO,2015-09,7978739,nueva,82,12.33277589
MÉXICO,2015-09,16487839,nueva,187,13.61003101
MICHOACÁN,2015-09,4651647,nueva,55,14.1885229
COLIMA,2015-09,723857,nueva,20,33.15571998
CHIAPAS,2015-09,5322244,nueva,53,11.94984672
CHIHUAHUA,2015-09,3621495,nueva,59,19.54993725
CIUDAD DE MÉXICO,2015-09,9058029,nueva,68,9.008582331
DURANGO,2015-09,1785181,nueva,13,8.738609698
GUANAJUATO,2015-09,5942164,nueva,88,17.77130352
MORELOS,2015-09,1934611,nueva,48,29.77342732
NAYARIT,2015-09,1198685,nueva,6,6.006582213
NUEVO LEÓN,2015-09,5220764,nueva,49,11.2627194
OAXACA,2015-09,4023894,nueva,,0
PUEBLA,2015-09,6286686,nueva,43,8.207822054
QUERÉTARO,2015-09,2077029,nueva,10,5.777483126
QUINTANA ROO,2015-09,1531503,nueva,24,18.80505621
SAN LUIS POTOSÍ,2015-09,2762188,nueva,17,7.385449506
SINALOA,2015-09,3021784,nueva,65,25.81256635
SONORA,2015-09,2891002,nueva,48,19.92388798
TABASCO,2015-09,2431558,nueva,18,8.883193409
TAMAULIPAS,2015-09,3500147,nueva,37,12.68518151
TLAXCALA,2015-09,1298551,nueva,2,1.848213894
VERACRUZ,2015-09,8254849,nueva,46,6.686978768
YUCATÁN,2015-09,2133376,nueva,4,2.249955001
AGUASCALIENTES,2015-09,1335953,nueva,4,3.59294077
BAJA CALIFORNIA,2015-09,3364414,nueva,86,30.67398959
BAJA CALIFORNIA SUR,2015-09,722690,nueva,29,48.15342678
CAMPECHE,2015-09,919574,nueva,3,3.914856227
COAHUILA,2015-09,3007493,nueva,15,5.985051337
YUCATÁN,2015-09,2125541,vieja,4,2.258248606
ZACATECAS,2015-09,1579156,vieja,19,14.43809225
ZACATECAS,2015-09,1604333,nueva,19,14.21151345
JALISCO,2015-10,7961572,vieja,96,14.46950426
MÉXICO,2015-10,16953100,vieja,164,11.60849638
MICHOACÁN,2015-10,4606967,vieja,76,19.79610447
MORELOS,2015-10,1927915,vieja,33,20.54032465
CIUDAD DE MÉXICO,2015-10,8847539,vieja,67,9.087272743
DURANGO,2015-10,1770552,vieja,15,10.16632101
GUANAJUATO,2015-10,5833081,vieja,88,18.10364025
GUERRERO,2015-10,3574844,vieja,167,56.05839024
HIDALGO,2015-10,2889963,vieja,18,7.474144133
COAHUILA,2015-10,2972245,vieja,16,6.459763579
COLIMA,2015-10,727545,vieja,15,24.74073769
CHIAPAS,2015-10,5274525,vieja,45,10.23788872
CHIHUAHUA,2015-10,3722180,vieja,70,22.56742017
NAYARIT,2015-10,1231265,vieja,5,4.87303708
NUEVO LEÓN,2015-10,5109825,vieja,50,11.7420851
OAXACA,2015-10,4020649,vieja,56,16.7137196
PUEBLA,2015-10,6214090,vieja,49,9.462366976
QUERÉTARO,2015-10,2014325,vieja,14,8.340262867
TABASCO,2015-10,2391887,vieja,21,10.53561477
TAMAULIPAS,2015-10,3556676,vieja,28,9.447023007
TLAXCALA,2015-10,1284132,vieja,6,5.606900225
VERACRUZ,2015-10,8066598,vieja,59,8.776934217
QUINTANA ROO,2015-10,1589803,vieja,23,17.36064154
SAN LUIS POTOSÍ,2015-10,2761650,vieja,26,11.29759383
SINALOA,2015-10,2993031,vieja,70,28.06519545
SONORA,2015-10,2946074,vieja,42,17.10751325
AGUASCALIENTES,2015-10,1293355,vieja,2,1.855639016
BAJA CALIFORNIA,2015-10,3500996,vieja,69,23.65041263
BAJA CALIFORNIA SUR,2015-10,771574,vieja,6,9.331574159
CAMPECHE,2015-10,912424,vieja,4,5.260712125
GUERRERO,2015-10,3582149,nueva,167,55.94407156
HIDALGO,2015-10,2909405,nueva,20,8.249109354
JALISCO,2015-10,7986450,nueva,88,13.22239543
MÉXICO,2015-10,16504948,nueva,161,11.70558065
MICHOACÁN,2015-10,4655067,nueva,73,18.81820391
COLIMA,2015-10,724938,nueva,15,24.82970958
CHIAPAS,2015-10,5329442,nueva,45,10.13239285
CHIHUAHUA,2015-10,3624072,nueva,70,23.17834745
CIUDAD DE MÉXICO,2015-10,9057654,nueva,66,8.743986026
DURANGO,2015-10,1786952,nueva,14,9.401483644
GUANAJUATO,2015-10,5947877,nueva,86,17.35072867
MORELOS,2015-10,1936653,nueva,31,19.20839717
NAYARIT,2015-10,1200284,nueva,5,4.998816947
NUEVO LEÓN,2015-10,5228351,nueva,50,11.47589364
OAXACA,2015-10,4026207,nueva,,0
PUEBLA,2015-10,6292743,nueva,48,9.153400989
QUERÉTARO,2015-10,2080750,nueva,13,7.497296648
QUINTANA ROO,2015-10,1534827,nueva,23,17.98248272
SAN LUIS POTOSÍ,2015-10,2764149,nueva,26,11.28737995
SINALOA,2015-10,3024720,nueva,68,26.97770372
SONORA,2015-10,2894135,nueva,56,23.21937297
TABASCO,2015-10,2434187,nueva,21,10.35253249
TAMAULIPAS,2015-10,3502854,nueva,28,9.592178264
TLAXCALA,2015-10,1300207,nueva,6,5.537579785
VERACRUZ,2015-10,8261493,nueva,54,7.843618581
YUCATÁN,2015-10,2135652,nueva,2,1.123778593
AGUASCALIENTES,2015-10,1337985,nueva,2,1.793742082
BAJA CALIFORNIA,2015-10,3367869,nueva,68,24.2289709
BAJA CALIFORNIA SUR,2015-10,724114,nueva,6,9.943185741
CAMPECHE,2015-10,920948,nueva,4,5.212020657
COAHUILA,2015-10,3010982,nueva,12,4.782492888
YUCATÁN,2015-10,2127801,vieja,2,1.127925027
ZACATECAS,2015-10,1580185,vieja,24,18.22571408
ZACATECAS,2015-10,1605628,nueva,24,17.93690693
JALISCO,2015-11,7969148,vieja,103,15.5098136
MÉXICO,2015-11,16973778,vieja,168,11.87714367
MICHOACÁN,2015-11,4609584,vieja,75,19.52453844
MORELOS,2015-11,1929806,vieja,43,26.73843899
CIUDAD DE MÉXICO,2015-11,8845773,vieja,73,9.903035043
DURANGO,2015-11,1772009,vieja,14,9.480764488
GUANAJUATO,2015-11,5836948,vieja,69,14.18549557
GUERRERO,2015-11,3576521,vieja,173,58.04523446
HIDALGO,2015-11,2892862,vieja,12,4.97776942
COAHUILA,2015-11,2975136,vieja,17,6.856829402
COLIMA,2015-11,728567,vieja,23,37.88258321
CHIAPAS,2015-11,5279955,vieja,40,9.090986571
CHIHUAHUA,2015-11,3725192,vieja,60,19.32786283
NAYARIT,2015-11,1233132,vieja,8,7.785054641
NUEVO LEÓN,2015-11,5115820,vieja,25,5.864162539
OAXACA,2015-11,4022738,vieja,79,23.56603885
PUEBLA,2015-11,6219153,vieja,55,10.6123776
QUERÉTARO,2015-11,2016788,vieja,13,7.735071807
TABASCO,2015-11,2393883,vieja,17,8.521719733
TAMAULIPAS,2015-11,3560003,vieja,44,14.83144818
TLAXCALA,2015-11,1285588,vieja,5,4.667125082
VERACRUZ,2015-11,8071540,vieja,61,9.06890135
QUINTANA ROO,2015-11,1593548,vieja,27,20.33198874
SAN LUIS POTOSÍ,2015-11,2763693,vieja,23,9.986637445
SINALOA,2015-11,2995146,vieja,81,32.45250816
SONORA,2015-11,2949387,vieja,33,13.4265188
AGUASCALIENTES,2015-11,1294778,vieja,2,1.853599613
BAJA CALIFORNIA,2015-11,3505208,vieja,78,26.7031229
BAJA CALIFORNIA SUR,2015-11,773485,vieja,7,10.85993911
CAMPECHE,2015-11,913561,vieja,3,3.94062356
GUERRERO,2015-11,3583943,nueva,173,57.92502838
HIDALGO,2015-11,2912694,nueva,12,4.9438767
JALISCO,2015-11,7994162,nueva,96,14.41051607
MÉXICO,2015-11,16522054,nueva,167,12.12924253
MICHOACÁN,2015-11,4658463,nueva,73,18.80448551
COLIMA,2015-11,726019,nueva,23,38.01553403
CHIAPAS,2015-11,5336633,nueva,40,8.994435255
CHIHUAHUA,2015-11,3626695,nueva,60,19.85278608
CIUDAD DE MÉXICO,2015-11,9057266,nueva,71,9.406812166
DURANGO,2015-11,1788701,nueva,14,9.39229083
GUANAJUATO,2015-11,5953550,nueva,68,13.70610812
MORELOS,2015-11,1938688,nueva,40,24.75901228
NAYARIT,2015-11,1201881,nueva,8,7.987479626
NUEVO LEÓN,2015-11,5235884,nueva,25,5.72969149
OAXACA,2015-11,4028506,nueva,57,16.97899916
PUEBLA,2015-11,6298770,nueva,54,10.28772284
QUERÉTARO,2015-11,2084461,nueva,13,7.483949088
QUINTANA ROO,2015-11,1538157,nueva,27,21.06416965
SAN LUIS POTOSÍ,2015-11,2766101,nueva,23,9.977943683
SINALOA,2015-11,3027617,nueva,81,32.10445707
SONORA,2015-11,2897274,nueva,41,16.98147983
TABASCO,2015-11,2436806,nueva,17,8.371614318
TAMAULIPAS,2015-11,3505558,nueva,44,15.06179615
TLAXCALA,2015-11,1301848,nueva,5,4.608832982
VERACRUZ,2015-11,8268032,nueva,59,8.563101836
YUCATÁN,2015-11,2137922,nueva,4,2.245170778
AGUASCALIENTES,2015-11,1339996,nueva,2,1.791050123
BAJA CALIFORNIA,2015-11,3371422,nueva,78,27.76276598
BAJA CALIFORNIA SUR,2015-11,725541,nueva,7,11.57756764
CAMPECHE,2015-11,922324,nueva,3,3.903183697
COAHUILA,2015-11,3014485,nueva,17,6.767325099
YUCATÁN,2015-11,2130060,vieja,4,2.253457649
ZACATECAS,2015-11,1581214,vieja,24,18.21385341
ZACATECAS,2015-11,1606909,nueva,24,17.92260794
JALISCO,2015-12,7976724,vieja,103,15.49508294
MÉXICO,2015-12,16994456,vieja,179,12.63941605
MICHOACÁN,2015-12,4612200,vieja,87,22.63561858
MORELOS,2015-12,1931697,vieja,50,31.06077195
CIUDAD DE MÉXICO,2015-12,8844008,vieja,72,9.769326305
DURANGO,2015-12,1773466,vieja,22,14.88610439
GUANAJUATO,2015-12,5840815,vieja,69,14.17610385
GUERRERO,2015-12,3578197,vieja,192,64.3899707
HIDALGO,2015-12,2895760,vieja,14,5.801585767
COAHUILA,2015-12,2978028,vieja,29,11.68558523
COLIMA,2015-12,729590,vieja,31,50.98754095
CHIAPAS,2015-12,5285384,vieja,38,8.627566133
CHIHUAHUA,2015-12,3728205,vieja,62,19.95598418
NAYARIT,2015-12,1235000,vieja,4,3.886639676
NUEVO LEÓN,2015-12,5121814,vieja,31,7.263051723
OAXACA,2015-12,4024826,vieja,62,18.48527116
PUEBLA,2015-12,6224216,vieja,33,6.362247069
TABASCO,2015-12,2395880,vieja,18,9.015476568
TAMAULIPAS,2015-12,3563330,vieja,31,10.439673
TLAXCALA,2015-12,1287044,vieja,8,7.458952452
VERACRUZ,2015-12,8076483,vieja,60,8.914771442
QUERÉTARO,2015-12,2019251,vieja,8,4.754238081
QUINTANA ROO,2015-12,1597293,vieja,12,9.015252681
SAN LUIS POTOSÍ,2015-12,2765736,vieja,28,12.14866495
SINALOA,2015-12,2997262,vieja,74,29.62703961
SONORA,2015-12,2952700,vieja,29,11.78582314
AGUASCALIENTES,2015-12,1296202,vieja,2,1.851563259
BAJA CALIFORNIA,2015-12,3509419,vieja,68,23.25171204
BAJA CALIFORNIA SUR,2015-12,775396,vieja,5,7.737981625
CAMPECHE,2015-12,914698,vieja,6,7.871450468
GUERRERO,2015-12,3585708,nueva,192,64.25509272
HIDALGO,2015-12,2915977,nueva,14,5.761362315
JALISCO,2015-12,8001875,nueva,98,14.69655549
MÉXICO,2015-12,16539156,nueva,179,12.98736163
MICHOACÁN,2015-12,4661836,nueva,86,22.13720088
COLIMA,2015-12,727100,nueva,29,47.86136707
CHIAPAS,2015-12,5343817,nueva,38,8.533226344
CHIHUAHUA,2015-12,3629365,nueva,62,20.49945376
CIUDAD DE MÉXICO,2015-12,9056869,nueva,68,9.009736146
DURANGO,2015-12,1790429,nueva,22,14.74506948
GUANAJUATO,2015-12,5959182,nueva,69,13.89452445
MORELOS,2015-12,1940715,nueva,48,29.67978297
NAYARIT,2015-12,1203477,nueva,4,3.988443485
NUEVO LEÓN,2015-12,5243363,nueva,31,7.094683317
OAXACA,2015-12,4030792,nueva,,0
PUEBLA,2015-12,6304767,nueva,32,6.090629519
QUERÉTARO,2015-12,2088161,nueva,8,4.597346661
QUINTANA ROO,2015-12,1541491,nueva,12,9.341604979
SAN LUIS POTOSÍ,2015-12,2768046,nueva,28,12.1385266
SINALOA,2015-12,3030473,nueva,73,28.90637864
SONORA,2015-12,2900419,nueva,26,10.75706648
TABASCO,2015-12,2439414,nueva,18,8.854585569
TAMAULIPAS,2015-12,3508258,nueva,31,10.6035531
TLAXCALA,2015-12,1303474,nueva,8,7.364934015
VERACRUZ,2015-12,8274467,nueva,56,8.121369026
YUCATÁN,2015-12,2140186,nueva,9,5.046290369
AGUASCALIENTES,2015-12,1341985,nueva,2,1.788395548
BAJA CALIFORNIA,2015-12,3375071,nueva,68,24.17726916
BAJA CALIFORNIA SUR,2015-12,726969,nueva,5,8.253446846
CAMPECHE,2015-12,923704,nueva,6,7.794704797
COAHUILA,2015-12,3018003,nueva,26,10.33796189
YUCATÁN,2015-12,2132320,vieja,10,5.627673145
ZACATECAS,2015-12,1582243,vieja,18,13.65150612
ZACATECAS,2015-12,1608175,nueva,18,13.43137407
JALISCO,2016-01,7984300,vieja,83,12.47448117
MÉXICO,2016-01,17015135,vieja,179,12.624055
MICHOACÁN,2016-01,4614817,vieja,76,19.76243045
MORELOS,2016-01,1933588,vieja,42,26.06553206
NAYARIT,2016-01,1236867,vieja,4,3.880772953
DURANGO,2016-01,1774922,vieja,7,4.732602334
GUANAJUATO,2016-01,5844682,vieja,61,12.52420577
GUERRERO,2016-01,3579873,vieja,166,55.64443208
HIDALGO,2016-01,2898659,vieja,14,5.795783499
COLIMA,2016-01,730612,vieja,30,49.27375953
CHIAPAS,2016-01,5290813,vieja,36,8.165096744
CHIHUAHUA,2016-01,3731218,vieja,77,24.76403148
CIUDAD DE MÉXICO,2016-01,8842243,vieja,69,9.364139846
NUEVO LEÓN,2016-01,5127808,vieja,48,11.23286987
OAXACA,2016-01,4026914,vieja,55,16.38972176
PUEBLA,2016-01,6229280,vieja,43,8.283461331
QUERÉTARO,2016-01,2021714,vieja,12,7.122669181
TAMAULIPAS,2016-01,3566658,vieja,30,10.09348247
TLAXCALA,2016-01,1288501,vieja,6,5.587888562
VERACRUZ,2016-01,8081426,vieja,80,11.87909164
YUCATÁN,2016-01,2134580,vieja,2,1.124342962
QUINTANA ROO,2016-01,1601038,vieja,8,5.996110024
SAN LUIS POTOSÍ,2016-01,2767780,vieja,20,8.671209417
SINALOA,2016-01,2999377,vieja,71,28.40589896
SONORA,2016-01,2956014,vieja,42,17.04998691
TABASCO,2016-01,2397877,vieja,11,5.504869516
AGUASCALIENTES,2016-01,1297626,vieja,0,0
BAJA CALIFORNIA,2016-01,3513630,vieja,87,29.71286106
BAJA CALIFORNIA SUR,2016-01,777308,vieja,7,10.80652714
CAMPECHE,2016-01,915834,vieja,13,17.03365457
COAHUILA,2016-01,2980919,vieja,21,8.453768787
GUERRERO,2016-01,3587445,nueva,166,55.52698369
HIDALGO,2016-01,2919253,nueva,14,5.754896886
JALISCO,2016-01,8009589,nueva,81,12.13545414
MÉXICO,2016-01,16556251,nueva,179,12.97395165
MICHOACÁN,2016-01,4665185,nueva,75,19.29183944
COLIMA,2016-01,728181,nueva,28,46.14237394
CHIAPAS,2016-01,5350993,nueva,36,8.073267896
CHIHUAHUA,2016-01,3632083,nueva,77,25.43994727
CIUDAD DE MÉXICO,2016-01,9056463,nueva,65,8.612633873
DURANGO,2016-01,1792137,nueva,7,4.687141664
GUANAJUATO,2016-01,5964775,nueva,60,12.07086604
MORELOS,2016-01,1942736,nueva,42,25.94279408
NAYARIT,2016-01,1205071,nueva,4,3.983167797
NUEVO LEÓN,2016-01,5250787,nueva,48,10.96978415
OAXACA,2016-01,4033066,nueva,48,14.28193836
PUEBLA,2016-01,6310735,nueva,42,7.986391443
QUERÉTARO,2016-01,2091850,nueva,12,6.883858785
QUINTANA ROO,2016-01,1544829,nueva,8,6.214280027
SAN LUIS POTOSÍ,2016-01,2769982,nueva,20,8.66431623
SINALOA,2016-01,3033290,nueva,71,28.08831335
SONORA,2016-01,2903572,nueva,54,22.31733878
TABASCO,2016-01,2442012,nueva,11,5.405378843
TAMAULIPAS,2016-01,3510956,nueva,30,10.25361753
TLAXCALA,2016-01,1305084,nueva,6,5.516886269
VERACRUZ,2016-01,8280798,nueva,77,11.15834488
YUCATÁN,2016-01,2142443,nueva,2,1.120216501
AGUASCALIENTES,2016-01,1343954,nueva,0,0
BAJA CALIFORNIA,2016-01,3378817,nueva,87,30.8983884
BAJA CALIFORNIA SUR,2016-01,728398,nueva,9,14.82705883
CAMPECHE,2016-01,925085,nueva,12,15.56613717
COAHUILA,2016-01,3021535,nueva,17,6.75153523
ZACATECAS,2016-01,1583272,vieja,31,23.49564699
ZACATECAS,2016-01,1609429,nueva,31,23.11378756
JALISCO,2016-02,7991876,vieja,88,13.21341823
MÉXICO,2016-02,17035813,vieja,149,10.49553667
MICHOACÁN,2016-02,4617434,vieja,83,21.57042201
MORELOS,2016-02,1935479,vieja,40,24.80006241
NAYARIT,2016-02,1238734,vieja,4,3.874923914
DURANGO,2016-02,1776379,vieja,15,10.13297275
GUANAJUATO,2016-02,5848549,vieja,59,12.1055667
GUERRERO,2016-02,3581550,vieja,160,53.60807472
HIDALGO,2016-02,2901558,vieja,9,3.722138244
COLIMA,2016-02,731634,vieja,41,67.24673812
CHIAPAS,2016-02,5296243,vieja,34,7.703574024
CHIHUAHUA,2016-02,3734230,vieja,64,20.56648894
CIUDAD DE MÉXICO,2016-02,8840477,vieja,69,9.366010454
NUEVO LEÓN,2016-02,5133803,vieja,89,20.80329144
OAXACA,2016-02,4029003,vieja,54,16.08338341
PUEBLA,2016-02,6234343,vieja,50,9.624109549
QUERÉTARO,2016-02,2024177,vieja,9,5.335501787
TAMAULIPAS,2016-02,3569985,vieja,40,13.44543464
TLAXCALA,2016-02,1289957,vieja,5,4.651317835
VERACRUZ,2016-02,8086368,vieja,52,7.716690608
YUCATÁN,2016-02,2136839,vieja,9,5.054194537
QUINTANA ROO,2016-02,1604783,vieja,12,8.973175813
SAN LUIS POTOSÍ,2016-02,2769823,vieja,15,6.4986102
SINALOA,2016-02,3001492,vieja,86,34.38290024
SONORA,2016-02,2959327,vieja,61,24.73535368
TABASCO,2016-02,2399873,vieja,19,9.500502735
AGUASCALIENTES,2016-02,1299049,vieja,3,2.771258051
BAJA CALIFORNIA,2016-02,3517842,vieja,71,24.21939359
BAJA CALIFORNIA SUR,2016-02,779219,vieja,4,6.160014065
CAMPECHE,2016-02,916971,vieja,3,3.925969305
COAHUILA,2016-02,2983810,vieja,15,6.032555692
GUERRERO,2016-02,3589155,nueva,160,53.49448547
HIDALGO,2016-02,2922521,nueva,7,2.874230844
JALISCO,2016-02,8017306,nueva,81,12.12377325
MÉXICO,2016-02,16573335,nueva,149,10.78841404
MICHOACÁN,2016-02,4668512,nueva,83,21.3344209
COLIMA,2016-02,729262,nueva,39,64.17446679
CHIAPAS,2016-02,5358164,nueva,34,7.614548566
CHIHUAHUA,2016-02,3634849,nueva,64,21.12880067
CIUDAD DE MÉXICO,2016-02,9056052,nueva,66,8.745532822
DURANGO,2016-02,1793824,nueva,15,10.03442924
GUANAJUATO,2016-02,5970327,nueva,58,11.65765292
